id,用户id,评论内容,评论时间,评分,点赞数,景点名称,城市,省份
179720351,566124674,"故宫博物院的藏品在不断的增加和充实，与社会各界人士的踊跃捐赠密不可分。自1939年四至2005年2月已有682人43,400多件个人产品无偿捐献也有外国友人，捐献者几乎都有令人感动的事迹。他们献出的不只是一器一物。",2023-11-09,5,0,故宫博物院,北京,北京
179528978,41188985,秀才说安导普通话说得好，吐词清晰，生动地介绍故宫的风俗知识，让人听到没听说过的东西时感到喜不自禁。此外，他的引导词设计精当，真正起到了引领参观的作用，同时用亲切的话语拉近自己与游客的距离，用委婉的语言向游客提出要求。总之，这位导游的表现让人非常满意，值得给予好评。,2023-10-25,5,0,故宫博物院,北京,北京
179459635,193543870,秀才说的安导解说三小时无停歇，讲了很多之前都没听过的知识呢，去过故宫好多次，这次收获最多，今天天气也给力，随手一拍就是大片。太幸运了，一瞅一万多的步数，居然都没觉得累。吃了故宫雪糕，知道宫、殿的差别，拍了红墙美照，最关键还拍到御花园隐藏的一个小屋子，穹顶另有乾坤,2023-10-21,5,0,故宫博物院,北京,北京
178965077,14508404,趁着暑假末尾，带小朋友游览了故宫博物院，故宫是不用介绍了，分享两个经验，故宫抢票算是比较难的，但是试了一下，发现一开票就抢完后，还会陆陆续续放出票来，可以耐心再抢，二是分享进入午门省时间的办法，如果过天安门和端门进故宫，会多经过两道排长队的安检，可以从旁边的中山公园或者太庙进，穿过公园从后门出来，就到了午门检票口。,2023-09-13,5,2,故宫博物院,北京,北京
177815118,72854695,"一生至少去一次的东西，中国五千年文化的精华。

故宫为中国明、清两代（公元1368～1911年）的皇宫，依照中国古代星象学说，紫微垣（即北极星）位于中天，乃天帝所居，天人对应，所以故宫又称紫禁城。明代第三位皇帝朱棣在夺取帝位后，决定迁都北京，公元1406年即开始营造宫殿，至明永乐十八年（公元1420年）落成。1911年，辛亥革命推翻了中国最后的封建帝制——清王朝，1924年清废帝（宣统帝）爱新觉罗·溥仪被逐出宫禁。1",2023-07-30,5,2,故宫博物院,北京,北京
181017341,257358830,"皇城故事周导，服务很专业
讲解很详细，还带了各种各样的故事
行程比较紧凑，希望下次",2024-03-07,5,0,故宫博物院,北京,北京
180769152,72691180,性价比很高的一次参观；皇城故事的岳导讲解非常耐心，也很有趣，分享了很多野史故事,2024-02-17,5,0,故宫博物院,北京,北京
180645457,4087926,姜导的解说很有趣，孩子听得很认真，学到了许多知识。比单纯的拍照打卡有意思多了。,2024-02-06,5,0,故宫博物院,北京,北京
179959049,424764486,皇城故事岳导讲解很生动，很生动，重点突出详略得当，十分推荐！,2023-12-03,5,0,故宫博物院,北京,北京
179954481,566227136,故宫是来北京必去的地方，24位皇帝在这统治了中国五百年，这里留了多少人的鲜血，故宫是世界上现存规模最大、保存最为完整的木质结构古建筑群之一。,2023-12-02,5,0,故宫博物院,北京,北京
179813285,320348680,行程充实，小贝的讲解内容详实，孩子听的沉浸其中，不虚此行，，,2023-11-19,5,0,故宫博物院,北京,北京
179797031,567035900,皇城故事杨导趣味性高 今天风大 心情很好 故宫很美 感谢皇城故事杨导,2023-11-16,5,0,故宫博物院,北京,北京
179616204,183214875,皇城故事孙导学识渊博，讲解清晰，耐心等待，关照亲切，积极主动,2023-10-31,5,0,故宫博物院,北京,北京
179547930,82453769,皇城故事岳导讲解清楚仔细，认真负责，口齿清楚，喜欢这次行程。,2023-10-27,5,0,故宫博物院,北京,北京
179153958,403542065,秀才说安导让人感觉非常亲切，口齿清晰，普通话说的很标准，专业知识特别强，解说时声情并茂，语气话泼又不失严谨，瞬间能被你的解说给吸引，让我们如同身临其境般带入到历史长河中去思考与感受,2023-09-29,5,0,故宫博物院,北京,北京
178873464,412953787,今天来故宫跟着安导听他讲解故宫文化历史，之前对于这方便也是欠缺不是跟了解，模糊知道一些，但是听着安导讲解之后再看看一些宫殿建筑，又是一种不同的心里体验感受，这次体验感很好，跟自己瞎逛不了解情况的走马观花是不一样的，很开心选择了安导讲解，也是很辛苦的讲解了三个多小时，给他点个赞👍🏻有机会再来还会找他的！,2023-09-08,5,1,故宫博物院,北京,北京
178723378,110131921,故宫及其废腿，要想游明白且节省体力，最好的选择就是约个导游，这种一家一团的导游是上上之选。有幸在刘娟导游的介绍下，一家四口人不虚此行。前两天携程会有人电话沟通派单，前一天晚上导游会微信联系告知集合地点和时间，以及避开人流从东华门走到午门安检。刘娟导游专业、耐心的讲解，令一家人都很满意。珍宝馆里的宝贝儿琳琅满目，刘娟导游一个不差地进行讲解，本次故宫深度游的体验感满分，必须给刘娟导游一个大大的赞👍,2023-08-30,5,1,故宫博物院,北京,北京
177717980,4572617,紫禁城内的墙下面比上面宽，这样墙比较稳固，但是遇上雨雪就会对墙体造成损坏。古代工匠非常聪明，在墙上方安放了“水滴子”，使得雨水不会对墙体造成破坏，而且水滴子的下面地面还有排水机构。,2023-07-24,5,0,故宫博物院,北京,北京
180843834,103673419,跟着黄磊老师游故宫，耐心热情的讲解都在细节里，紫禁城的魅力在这一刻感受到了👍🏻👍🏻👍🏻,2024-02-20,5,0,故宫博物院,北京,北京
180708896,6314947,讲解细致，语言生动,2024-02-12,5,0,故宫博物院,北京,北京
180663368,317028886,孩子对故事很感兴趣,2024-02-10,5,0,故宫博物院,北京,北京
180648348,314247832,体验非常棒，导游细心周到，讲解清晰生动，路线安排合理，赞！,2024-02-07,5,0,故宫博物院,北京,北京
180578056,416603785,小刘很专业很热情，会提前好几天跟我们联系行程，把注意事项，行走路线等信息发到手机上。讲解也很细致。,2024-01-31,5,0,故宫博物院,北京,北京
180527923,277631763,皇城故事岳导讲解风趣幽默，提前联系，办事周到。让孩子了解了很多不为人知的历史故事，下次旅游还找岳导,2024-01-28,5,0,故宫博物院,北京,北京
180520469,62089792,宋导讲解耐心正史讲的好，带孩子非常合适，赞赞赞👍 👍 👍,2024-01-27,5,0,故宫博物院,北京,北京
180520454,62089792,宋导讲解耐心正史讲的好，带孩子非常合适，赞赞赞👍 👍 👍,2024-01-27,5,0,故宫博物院,北京,北京
180520452,62089792,宋导讲解耐心正史讲的好，带孩子非常合适，赞赞赞👍 👍 👍,2024-01-27,5,0,故宫博物院,北京,北京
180421779,80130344,值得去，风景优美。,2024-01-15,5,0,故宫博物院,北京,北京
180300192,71447851,老田的解说有趣生动，如果自己进去游览真的只能瞎逛，太可靠了,2024-01-06,5,0,故宫博物院,北京,北京
180136329,61460639,冬至很难得的日子看到了故宫的正大光明点亮ε٩(๑&gt; ₃ &lt;)۶з第一次订皇城故事感谢杨导游这么冷的天气带着我们讲解非常棒点蚊赞下次还定皇城故事,2023-12-21,5,0,故宫博物院,北京,北京
180003364,532798501,导游讲的很好，皇城故事小贝讲的十分生动详细，很喜欢十分推荐,2023-12-06,5,0,故宫博物院,北京,北京
179858105,189739547,宋导非常nice～讲解都很形象生动故事有趣精彩，故宫三分看七分讲，体验感还是非常不错的！要是没有讲解只能看个景，有了宋导讲解，整个故宫精彩不断！快来找宋导讲解整个故宫的前世今生～,2023-11-21,5,0,故宫博物院,北京,北京
179720338,243325570,皇城故事孙导耐心认真负责 讲解详细 是一次非常愉快的故宫之旅。,2023-11-09,5,0,故宫博物院,北京,北京
179641615,114610546,导游讲的很到位全面，热心，有耐心，天气很给力，感谢皇城故事,2023-11-03,5,0,故宫博物院,北京,北京
179617594,111241440,秀百说的王导很不错，行程经典，听着不枯燥，推荐大家一定要听着讲解去游历史景区，学习到很多，全程跟着走，了解历史文化，王导很细心，好评，推荐,2023-10-31,5,0,故宫博物院,北京,北京
180708895,580886112,读万卷书不如行万里路，震撼。导游有责任，讲解好，非常棒。,2024-02-12,5,0,故宫博物院,北京,北京
180598830,190096892,导游讲解很专业，长了很多知识，故宫文化博大精深，值得一来,2024-02-04,5,0,故宫博物院,北京,北京
180596011,575736891,张导今天我感觉到了故宫的宏伟 悉心耐心的讲解 孩子非常喜欢 ！,2024-02-03,5,0,故宫博物院,北京,北京
180526505,3052231,皇城故事周导讲解风趣，小朋友很好理解，安排合理，体验十足,2024-01-28,5,0,故宫博物院,北京,北京
179998599,223866034,"朱红色的围墙，明黄的琉璃。
五千年华夏文明，精华尽收眼底。",2023-12-05,5,0,故宫博物院,北京,北京
179998382,335534271,今天天气很好，跟着皇城故事杨导很开心，感谢皇城故事杨导。,2023-12-05,5,0,故宫博物院,北京,北京
179871827,11670976,值得一去，报名参加了一个秀才说的半日游，原峰亮导游非常专业，讲解的很清楚，了解了故宫各个宫殿的历史悠远，可惜天气太冷了，下次还要再去一次,2023-11-24,5,0,故宫博物院,北京,北京
179630319,342507149,没想到秀才说侯老师真的很棒，我们不但听的懂，还听的很认真，这次北京没白来，特别特别推荐这位老师[胜利][胜利][胜利][强][强][强],2023-11-02,5,0,故宫博物院,北京,北京
179444162,158552738,六百年帝制文化，历史的沉淀，皇家的厚重都在故宫博物馆里了。故宫是一座需要深刻认识才能了解的建筑，跟随小周老师的讲解，深入了解明清600年故宫的历史变迁，感受中华文化的浩如烟海。,2023-10-19,5,0,故宫博物院,北京,北京
179275992,341978927,秀才说的导游从接到后就一直在讲解，给我们说了故宫的历史和建筑特色，带我们参观了三大殿，讲述了三个大殿的功用，再到后宫储秀宫，钟粹宫等等参观和讲解，生动有趣，容易记！😁😊😊,2023-10-06,5,0,故宫博物院,北京,北京
180748359,82282682,非常好的体验，导游赵老师的讲解太有意思了。全程3个小时，故事讲得生动有趣，涨了很多知识呢，也很贴心，各种周到的关照。希望下次还能遇到！,2024-02-15,5,0,故宫博物院,北京,北京
180668146,21980606,杨导热情认真，给介绍的很详细，我们一行有老有小，跟着走完故宫，学到了很多有趣的知识，非常感谢杨导，下次再来故宫找杨导，本次行程太开心啦,2024-02-11,5,0,故宫博物院,北京,北京
180654093,306095969,导游李永虎讲解细致、知识库丰富、风趣幽默，非常nice,2024-02-08,5,0,故宫博物院,北京,北京
180578877,446015086,张丽娜导游非常热情，回答我们的问题时非常有耐心，讲解内容丰富，照顾游客用心，好评好评~,2024-01-31,5,0,故宫博物院,北京,北京
180526588,280059154,今天天气很好心情很好感谢皇城故事杨导带着我们游览参观看了一个不一样的紫禁城推荐👍🏻,2024-01-28,5,0,故宫博物院,北京,北京
180454225,58765704,今天的故宫游非常完美 ，周导讲解生动有趣，二三个小时一转而过丝毫不觉得累，不能想象没有讲解，走马观花是绝对无法感受故宫的魅力的。,2024-01-21,5,0,故宫博物院,北京,北京
180298400,8466372,皇城故事孙导，服务态度很好，讲解细致，值得体验,2024-01-06,5,0,故宫博物院,北京,北京
179879299,35685266,历史遗产，中国人的娇傲，李导说的很精彩，点赞。,2023-11-25,5,0,故宫博物院,北京,北京
179720337,389773277,第一次来故宫玩，皇城故事孙导游特别认真负责讲的也很细致，边走边看边听就能感受到皇城的雄伟壮观以及许多皇城小故事，一次很棒的旅行,2023-11-09,5,0,故宫博物院,北京,北京
179623509,564598628,今天带着家人一起来故宫跟着秀才说王导听讲解，知识渊博，专业细致入微的讲解，感慨中国传统文化的博大精深，为故宫点赞，为秀才说点赞,2023-11-01,5,0,故宫博物院,北京,北京
179547969,561834478,“秀才说”王导态度积极，提前一天就联系我们做好准备，讲解细致，绘声绘色，带我们很好的领略了故宫几百年年来的历史文化和壮丽风景。,2023-10-27,5,0,故宫博物院,北京,北京
179528831,31353838,皇城故事的岳导绘声绘色，讲得很好，非常喜欢！虽然人很多很多，也能找到好的路线，特别好！,2023-10-25,5,0,故宫博物院,北京,北京
179289741,331528708,秀才说的宋导游很热情，讲解的很到位，从进门的五道门讲起，穿插着不同于其他导游的小故事，从前殿到后宫，再到六宫。整体节奏也不赶，轻轻松松结束故宫游。下次来北京玩还找她。,2023-10-07,5,0,故宫博物院,北京,北京
180757742,3077549,秀才说的陈格格导游说的很好！学到了很多知识！,2024-02-16,5,0,故宫博物院,北京,北京
180718975,187312034,郭导讲解详细，生动有趣，观光同时学习到了知识,2024-02-13,5,0,故宫博物院,北京,北京
180651097,157150844,王老师讲的非常的精彩 3个多小时的时间不知不觉就过去了 希望下次还能听到王老师精彩的讲解,2024-02-07,5,0,故宫博物院,北京,北京
180649245,266983982,感谢孙导讲解，为人热情，内容丰富，好评！不虚此行，一趟不够看，以后有机会慢慢来逛！0,2024-02-07,5,0,故宫博物院,北京,北京
180648669,338984881,非常好，很耐心！一路走来，不紧不慢，我们都能听得清。解决问题，耐心细致，很好。终于了解了故宫历史，很难得，很满意的旅行！好！,2024-02-07,5,0,故宫博物院,北京,北京
180636816,150906740,不错，导游很负责，细细讲慢慢说，每次去故宫，都能有不一样的体验，客服也不错，遇到问题沟通愉快，解决及时，这是一次愉快的旅行。,2024-02-05,5,0,故宫博物院,北京,北京
180575709,153944864,大美老师讲解特别生动，孩子也特容易听懂！特好,2024-01-31,5,0,故宫博物院,北京,北京
180522319,120370022,孩子说来故宫，了解历史，还是必须得请导游，否则她连一个小时都不会逛，郭郭导游讲解不错👍将近三个小时的时间，感觉很快就过去了,2024-01-27,5,0,故宫博物院,北京,北京
180397935,32463872,京游阿哥大福晋的服务非常到位，讲解清楚，引经据典，整个过程非常有趣，导游李老师还能推荐很棒的拍摄机位，拍出来的照片非常漂亮。,2024-01-14,5,0,故宫博物院,北京,北京
180376099,153140166,在这次北京故宫的三个小时游览中，很容幸遇见宋导游，非常热心、耐心，讲解吐词清晰，能够生动的介绍故宫传承文化，对导游非常满意。,2024-01-14,5,0,故宫博物院,北京,北京
180576576,54982084,故宫很大，很壮观，李导讲解的很好，很详细，下次还会来。,2024-01-31,5,0,故宫博物院,北京,北京
180495224,76019979,行程安排合理，讲解也有针对性，总体体验是不错的，好评。,2024-01-23,5,0,故宫博物院,北京,北京
180367987,58656378,秀才说的导游很专业，讲解的很细致，来故宫不听讲解很遗憾,2024-01-12,5,0,故宫博物院,北京,北京
179942870,120104539,今天天气很晴朗  讲解员服务态度好 讲解很很专业 感谢皇城故事,2023-11-30,5,0,故宫博物院,北京,北京
179867632,416446531,皇城故事小孙导游讲解赞，介绍的每个宫殿都详细，尤其是慈禧太后的住宿，奢靡的生活，还有讲解午门的来历，包括对军机处，太和殿保和殿的介绍。,2023-11-23,5,0,故宫博物院,北京,北京
180958857,215083511,不错，好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,2024-03-02,5,0,故宫博物院,北京,北京
180767752,191245883,李导很好不错,2024-02-17,5,0,故宫博物院,北京,北京
180765009,230593749,手绘图我走的时候没有去领取，联系了工作人员后，他热情的告诉我可以邮寄给我，收到后发现里面还有很多明信片真的太好了，孩子已经收藏起来了,2024-02-17,5,0,故宫博物院,北京,北京
180733653,35176370,感觉故宫不来个三五次也学习不了什么，至少对故宫的了解太少、太少，这次让母女俩拍了清装沉浸式体验，自己感觉也挺有意义，不过一次就好👌,2024-02-14,5,0,故宫博物院,北京,北京
180662522,121120338,宋导游非常负责，干货满满，知识点很多，不枉故宫一游。,2024-02-10,5,0,故宫博物院,北京,北京
180648033,30178328,故宫很大很有历史沉淀，不过一定要听讲解，杨导很热情，反正我都听懂了😉，非常愉快的一次故宫行,2024-02-07,5,0,故宫博物院,北京,北京
180596332,107441276,张导游很好特别专业，有求必应，认真的给我们讲解。感谢,2024-02-03,5,0,故宫博物院,北京,北京
180595988,6312077,张导全程讲解非常专业，历史知识娓娓道来，让整个游览过程非常享受。是一个专业、敬业、乐业的好导游。希望以后有机会来北京还能遇到😁😄,2024-02-03,5,0,故宫博物院,北京,北京
180494852,63840783,棒！！！！！,2024-01-23,5,0,故宫博物院,北京,北京
180455193,113146429,好的，很值得,2024-01-21,5,0,故宫博物院,北京,北京
180454868,533836398,虽然天气很冷，虽然自己已经是第二次来，虽然带着老人，但是导游司南还是相当专业，用其独特见解让我和家人更深层次了解了故宫，谢谢，感恩！,2024-01-21,5,0,故宫博物院,北京,北京
180358488,295812173,皇城故事孙导,2024-01-10,5,0,故宫博物院,北京,北京
180303221,237307982,今天人不是很多，但是我们很高兴，感谢杨导的专业讲解。,2024-01-07,5,0,故宫博物院,北京,北京
179878349,38451221,今天天气很冷，但是导游不惧寒冷依然讲解的很好，很棒。,2023-11-25,5,0,故宫博物院,北京,北京
179790365,565105046,梅導遊 人美心善 講解很專業。來故宮參觀超推梅導講解👍,2023-11-15,5,0,故宫博物院,北京,北京
179629998,323722841,今天天气很好，特别喜欢游览紫金城，感谢皇城故事演讲。,2023-11-02,5,0,故宫博物院,北京,北京
179465382,236086498,非常非常的不错，故宫非常非常的大来故宫，一定要请讲解，请秀才说的王导给大家讲讲故宫的故事，听得很详细很不错的一次体验，谢谢，辛苦了。,2023-10-22,5,0,故宫博物院,北京,北京
179242025,307360903,很棒，很震撼，下次有机会一定要带家里人来看看故宫，红墙黄瓦，处处都是历史的痕迹！真的应对了一句话：宫苑深处万重山，遥见玉片翩纷，静一面虚妄，看一生繁华，终是故宫复如紫禁城～,2023-10-04,5,0,故宫博物院,北京,北京
180718872,215698379,小贝导游讲解细致，耐心，路线规划组织合理，强烈推荐,2024-02-13,5,0,故宫博物院,北京,北京
180643512,350092301,耐心就想快点快点快点看看继续继续开心就想耐心就想开心开开心农场你喜酒继续今年的继续继续看看奶奶想你想你呢呢几快点见到就睡觉睡觉睡觉,2024-02-06,5,0,故宫博物院,北京,北京
180522195,114880116,对本次讲解太满意了，李中华先生知识储备太丰富了，亲和力也强（小朋友非常喜欢），耐心又有趣。以后来的朋友，都推荐李先生深度讲解！！！,2024-01-27,5,0,故宫博物院,北京,北京
179864712,248127808,董老师超级幽默，让我们一路走过既不错过风景也不错过知识，点赞一个！如果下次来还会找董秀才😄今天的3.5小时特别充实，谢谢秀才啦。,2023-11-22,5,0,故宫博物院,北京,北京
179807218,508326087,皇城故事孙导非常专业，太和殿，中和殿，慈宁宫，翊坤宫，很好的好好的好好好好好好好好好好好好好，非常耐心，受到很多的历史知识的教育。,2023-11-18,5,0,故宫博物院,北京,北京
179610455,272922647,如果是第一次去故宫参观，还是有导游带着讲解会比较好的，这个导游讲得还是比较详细的。就是我们去晚了，参观不到珍宝馆和钟表馆比较遗憾。,2023-10-30,5,0,故宫博物院,北京,北京
179065236,420523090,安导服务态度热情，知识渊博，讲解幽默，服务到位，内容丰富，下次来北京还找安导游，还找秀才说,2023-09-21,5,0,故宫博物院,北京,北京
178261999,14674142,"今天天气很给力，阳光正好，微风不燥，李老师知识渊博，非常有文化底蕴，故宫知识讲的很专业到位，人很好，还很周到细致[强]
准备下次带老人家来故宫时，一定要叫李老师再讲授一次！",2023-08-12,5,0,故宫博物院,北京,北京
180649246,208054801,皇城故事周到，讲解很好，服务态度很好，很和蔼可亲,2024-02-07,5,0,故宫博物院,北京,北京
180649165,7436258,皇城故事周导，讲解详细，风趣幽默，行程安排紧凑！,2024-02-07,5,0,故宫博物院,北京,北京
180084711,31285219,感谢秀才说的导游李东华，今天特别冷，零下十五六度，李导依旧认真的讲解，让我们体会到了一名导游员冬日里的热情和值得敬佩的敬业精神。,2023-12-16,5,0,故宫博物院,北京,北京
179797898,40315721,京游阿哥家的导游黄磊，讲解的很好，学了很多知识。,2023-11-16,5,0,故宫博物院,北京,北京
179616203,531222586,皇城故事的小孙讲解棒棒哒棒棒哒棒棒哒棒棒哒棒棒哒,2023-10-31,5,0,故宫博物院,北京,北京
178165115,19753874,秀才说，邓导，了解到了故宫博物院的历史由来，及其丰富的建筑故事和明清两代皇帝的故事，和各种各样的文物，邓导讲解的十分生动形象，易懂，让我深深了解到了中国文化的博大精深。,2023-08-06,5,0,故宫博物院,北京,北京
180593265,110928043,秀小王老师，真心祝您在前行的路上获得更高的荣誉，赢得更大的辉煌！[赞][鼓掌][比心],2024-02-03,5,0,故宫博物院,北京,北京
180593013,411564002,皇城故事周导，讲解幽默有趣，行程安排合理，推荐,2024-02-03,5,0,故宫博物院,北京,北京
180590426,33113084,非常感谢，讲解的非常好。让我们深入了解了历史。,2024-02-02,5,0,故宫博物院,北京,北京
180371231,432467,感谢京游阿哥的黄磊导游，非常棒的讲解，由点及面，娓娓道来，增长了很多知识，谢谢：-）,2024-01-13,5,0,故宫博物院,北京,北京
180284049,200352417,郭郭导游的讲解趣味性强，并且很有耐心，有问必答，整个参观行程安排合理，有专门停下来给游客拍照，上厕所。总之，，导游的服务很棒,2024-01-03,5,0,故宫博物院,北京,北京
180124384,15361089,李导是一位优秀的导游，他的热情、友好和专业知识不仅让我们对这个旅游目的地有了更深刻的认识，也让我们在旅途中感受到了家的温暖。,2023-12-19,5,0,故宫博物院,北京,北京
179998384,329473542,杨导游非常专业，热情开朗，认真负责，故宫博物馆游非常开心，感谢杨辉导游的全程讲解😁,2023-12-05,5,0,故宫博物院,北京,北京
179868783,233664973,孙导游讲解得很棒，路线规划合理，逛故宫没有讲解就太走马观花了。还是得有历史故事作为背景才能更充分感受故宫这座文化瑰宝的魅力～,2023-11-23,5,0,故宫博物院,北京,北京
179807208,487984367,皇城故事孙导，领着我们逛紫禁城，详细介绍了端门、午门、乾清宫、坤宁宫、御花园等各处景点，故事，以及历史，是非常不错的导游，棒,2023-11-18,5,0,故宫博物院,北京,北京
179709547,167555916,导游服务很好、责任心强，很愉快的一次游玩故宫,2023-11-07,5,0,故宫博物院,北京,北京
179548451,344980286,皇城故事李媛导游讲解的非常仔细有耐心，像听故事一样，通俗易懂特别有趣，有什么问题都及时帮我们解答，很感谢李向导非常棒的体验~,2023-10-27,5,0,故宫博物院,北京,北京
181011881,81510572,北京故宫真的很大，讲解也非常好，值得去。。,2024-03-06,5,0,故宫博物院,北京,北京
180844817,473773,去故宫做定制游省心又省力，绝对是最佳的选择,2024-02-20,5,0,故宫博物院,北京,北京
180831712,1002749,讲解老师非常棒，很有趣，也很贴心。但这个团的服务不太满意，套餐里赠送的礼品一直到最后散团也没有给，现场组织整体感觉有些混乱,2024-02-19,5,0,故宫博物院,北京,北京
180762931,197142426,非常值得，春节期间，还能这个价格包含抢票，导游，真的太良心了，导游也非常棒，让我们深入了解了故宫，不是走马观花，非常感谢。,2024-02-16,5,0,故宫博物院,北京,北京
180760706,190769683,这次故宫游览中，很荣幸遇见美女导游，非常热心，讲解吐词清晰，博物多才，出口成章，生动的介绍了故宫传承文化，非常棒！👍🏻,2024-02-16,5,0,故宫博物院,北京,北京
180668338,43272044,大美老师特别认真负责，今天故宫天气也特别好,2024-02-11,5,0,故宫博物院,北京,北京
180643169,53282499,大美老师的讲解真的太棒了，非常有意思～小朋友都听得入神了，👍🏻👍🏻👍🏻,2024-02-06,5,0,故宫博物院,北京,北京
180505043,336260,一次体验非常好的游览！张丽娜导游非常热心、细心，讲解细致生动，还准备了画册，里面有地图、图片和照片，给大家进行形象地展示！,2024-01-24,5,0,故宫博物院,北京,北京
180422415,151881082,故宫博物院很漂亮，气势恢宏，人很多，冬天的北京有些冷，园子很大，走的挺累的，南门进，北门出，看了很多的宫殿，出来坐公交车。,2024-01-15,5,0,故宫博物院,北京,北京
180270926,277116183,"张丽娜导游讲解很认真 很仔细 非常不错
安排也很合理不错不错好好好好🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡",2024-01-01,5,0,故宫博物院,北京,北京
180136470,224375307,张老师讲的不错，非常详细，口齿清晰，挺厉害的！感谢在这个寒冷的冬天带我们游玩故宫！,2023-12-21,5,0,故宫博物院,北京,北京
180007357,218582749,皇城故事孙导，故事讲解深入细致。旅途愉快，一路顺利轻松，轻缓有佳。整体感觉不错，非常让人愉悦舒服。旅途流连忘返，下次再来！,2023-12-07,5,0,故宫博物院,北京,北京
179705857,230244483,导游小姐姐 解说详细 态度亲切 体验感超级棒 💯,2023-11-06,5,0,故宫博物院,北京,北京
179537322,1965198,亮子老师很专业，让我们对故宫的历史有了更深入的认识。行程安排很好，很顺利走完全程。,2023-10-26,5,0,故宫博物院,北京,北京
179436849,220776826,带爸妈来故宫，订了套票很方便，有导游在定点位置接头，很方便，全程“秀才说”王导讲解耐心又仔细，中途还安排休息，挺好的，老人家也不会觉得累，很不错的导游👍👍👍,2023-10-18,5,0,故宫博物院,北京,北京
178744932,330059637,今天第一次来故宫，跟着王导的团队听着解说，再故宫的每一个角落感受到历史的遗迹。推荐大一定要听讲解逛故宫，才能更好的了解我们古代工匠的智慧。推荐大家选择秀才说团队。,2023-09-01,5,0,故宫博物院,北京,北京
180758998,12177859,导游负责任，幽默，讲解到位，是一次非常愉快的故宫博物院之旅！看尽历史，尽在紫禁城，明清俩朝，让人意犹未尽！我都觉得自己人,2024-02-16,5,0,故宫博物院,北京,北京
180662785,38992568,导游讲解风趣幽默，认真负责！会推荐朋友！,2024-02-10,5,0,故宫博物院,北京,北京
180662542,45733979,非常值得一看，宋宋导游讲的很详细，故宫内景色很不错，非常有秩序，一生一定要来多次,2024-02-10,5,0,故宫博物院,北京,北京
180624505,285483113,韩导游专业素养高，对景点和土地文化有深刻的理解和解读，能够与游客深入交流和互动。,2024-02-04,5,0,故宫博物院,北京,北京
180599124,517522629,郭导游带我们全面了解故宫，细致幽默，推荐,2024-02-04,5,0,故宫博物院,北京,北京
180598492,1814456,导游人很好，整体来说介绍不错，还挺有意思的，孩子学到了很多知识，这个导游还比较友善整体来说，有个整体了解，也比较节约时间,2024-02-04,5,0,故宫博物院,北京,北京
180561882,1993142,管理比较混乱，开团前也没有微信联系，自己去的集合地点，中途过完安检居然找不到导游了，好不容易联系上了，导游应该是北京当地人特有的儿化音，再加上语速有点快，孩子听不清楚，每一个景点也介绍的比较快，游人也多，就出现了看景点就没有办法听，如果为了听讲解就没办法仔细看景色，更别说拍照片之类的，全程走马观灯似的不知所云，浑浑噩噩就来到御花园，这么大故宫居然就走完了。还不如自己租个讲解器边走边看，倒也不会很累，完全不推荐,2024-01-28,3,0,故宫博物院,北京,北京
180522348,200660090,秀才说的陈格格导游解说非常专业，认真负责,2024-01-27,5,0,故宫博物院,北京,北京
180521971,59735160,做为北京土生土长的孩子，第一次去北京故宫博物院，总体感觉就是建筑很美，地方很大，由于进去的很早，没有什么游客，走走看看，大概1个小时左右把不花钱能看的都看了一遍，就是门票120元在网上提前一周预约买票，提醒大家想去的一定买到票再去，要不然没票的真的进不去,2024-01-27,4,0,故宫博物院,北京,北京
180513965,224682434,"行前收到了杨导的通知短信，非常清晰。
出游当天天气晴好，杨导介绍的非常生动。
值得！",2024-01-26,5,0,故宫博物院,北京,北京
180429729,5450584,讲解的非常细致，接待热情，文化知识储备很足！对小朋友历史知识的引导非常出色，非常有亲和力！整体了整个游览体验！非常不错！,2024-01-16,5,0,故宫博物院,北京,北京
180400259,8930661,感觉没边上秀才说那个介绍风趣幽默，介绍的比较死板，时间也有点赶的样子。蓝牙耳机稍微远一点就听着断断续续的，得3-40人挤一堆差不多才能清楚的听到。结束也没介绍下故宫有啥值得纪念的东西值得购买，中途在御花园本来想去买故宫护照打卡，结果不停说走没买成难受。全程走下来只觉得疲惫没啥开心的点,2024-01-14,4,0,故宫博物院,北京,北京
180289276,20408524,在*****微信小程序抢了半天没抢到票选择买了这个，约了9:00钟场因为人少9:00和10:00一起出发，讲得有没有趣不知道，反正10岁小孩不喜欢听，三大殿介绍2个就11点了，行程拖沓浪费费时间，无趣小孩不想听了，自己去看了，主要目的是为了抢门票。,2024-01-04,3,0,故宫博物院,北京,北京
180278918,71222155,很好的讲解，内容很丰富！故事延展性很强！,2024-01-02,5,0,故宫博物院,北京,北京
180202160,416456533,好大逛完好累，建筑保存的好，还能听到历史,2023-12-27,5,0,故宫博物院,北京,北京
180091468,549961759,"淨係中國五千年歷史都要去探索一下啦,冬天淡季冇咁多人別有一番風味,用攜程訂一天遊方便唔使預約, 減少很多煩惱？又唔使搵車。",2023-12-17,5,0,故宫博物院,北京,北京
